region,score
nat,3.1995652804249213
hhs1,2.933348521590233
hhs2,3.346462642675952
hhs3,3.2010924714176276
hhs4,3.2210613787174225
hhs5,3.174845333162107
hhs6,3.8699412204717336
hhs7,3.241477246347227
hhs8,3.0519025412045027
hhs9,3.414298183039615
hhs10,2.969246059656143
all,3.2384764436614573
