region,score
nat,2.9383602158019415
hhs1,2.75431710638498
hhs2,3.091889680216187
hhs3,2.990078017115593
hhs4,2.932061241645562
hhs5,2.935005656982723
hhs6,3.710009984279934
hhs7,2.9696581677386633
hhs8,2.7619669609948208
hhs9,3.2299991453948773
hhs10,2.8398571124202325
all,3.0139275718676415
