model,region,target,weight
Delphi-EmpiricalBayes1,hhs8,4,2.8426503934043834e-58
Delphi-EmpiricalFuture,hhs8,4,1.6925650630970866e-111
Delphi-EmpiricalBayes2,hhs8,4,1.9911735071658747e-113
ReichLab-KCDE,hhs8,4,4.435110662809701e-18
LANL-DBM,hhs8,4,4.362002233716193e-64
CU-RHF_SEIRS,hhs8,4,0.0005426717594580435
Delphi-EmpiricalTraj,hhs8,4,1.6925650630970866e-111
CU-EKF_SEIRS,hhs9,4,0.06778588046499091
CU-EKF_SIRS,hhs9,4,0.09358743448475779
Delphi-DeltaDensity2,hhs9,4,8.415188706292831e-22
CU-BMA,hhs9,4,1.6379680057504188e-29
CU-EAKFC_SEIRS,hhs9,4,0.00296270575503948
ReichLab-KDE,hhs9,4,1.0525632935818283e-20
ReichLab-SARIMA1,hhs9,4,8.336466324085055e-71
Delphi-BasisRegression,hhs9,4,0.5864489322372962
Delphi-DeltaDensity1,hhs9,4,4.2652362366587315e-27
CU-RHF_SIRS,hhs9,4,0.08621450748705409
CU-EAKFC_SIRS,hhs9,4,1.4331223465927292e-05
Delphi-Uniform,hhs9,4,2.4118967641570503e-167
ReichLab-SARIMA2,hhs9,4,2.065480720364232e-29
Delphi-Stat,hhs9,4,2.451877157089922e-23
Delphi-EmpiricalBayes1,hhs9,4,0.03217673964785425
Delphi-EmpiricalFuture,hhs9,4,2.603682404676086e-44
Delphi-EmpiricalBayes2,hhs9,4,0.13027571545646813
ReichLab-KCDE,hhs9,4,2.116136112035305e-28
LANL-DBM,hhs9,4,3.801663501900493e-33
CU-RHF_SEIRS,hhs9,4,0.0005337532430731682
Delphi-EmpiricalTraj,hhs9,4,2.603682404676086e-44
CU-EKF_SEIRS,hhs10,4,9.555199316463353e-12
CU-EKF_SIRS,hhs10,4,2.7022963261147985e-13
Delphi-DeltaDensity2,hhs10,4,1.3698658692216282e-16
CU-BMA,hhs10,4,0.02124822515688999
CU-EAKFC_SEIRS,hhs10,4,0.013302358321292734
ReichLab-KDE,hhs10,4,4.6547297651297325e-12
ReichLab-SARIMA1,hhs10,4,4.1864272358055614e-07
Delphi-BasisRegression,hhs10,4,4.292584577122909e-08
Delphi-DeltaDensity1,hhs10,4,1.3661515982766808e-09
CU-RHF_SIRS,hhs10,4,1.0748407812213398e-20
CU-EAKFC_SIRS,hhs10,4,0.14357084099127973
Delphi-Uniform,hhs10,4,7.599463574578724e-149
ReichLab-SARIMA2,hhs10,4,0.3658655649589198
Delphi-Stat,hhs10,4,5.256771535742196e-13
Delphi-EmpiricalBayes1,hhs10,4,0.36987498516722944
Delphi-EmpiricalFuture,hhs10,4,4.684414091746082e-60
Delphi-EmpiricalBayes2,hhs10,4,3.880989622236366e-09
ReichLab-KCDE,hhs10,4,0.08613755857367164
LANL-DBM,hhs10,4,5.337410805987507e-19
CU-RHF_SEIRS,hhs10,4,4.617865659561547e-17
Delphi-EmpiricalTraj,hhs10,4,4.684414091746082e-60
CU-EKF_SEIRS,all,4,0.17592631527227293
CU-EKF_SIRS,all,4,4.566818218609438e-05
Delphi-DeltaDensity2,all,4,0.0027660540238262027
CU-BMA,all,4,6.334233802058641e-12
CU-EAKFC_SEIRS,all,4,0.0519221548139187
ReichLab-KDE,all,4,3.7890624687054325e-29
ReichLab-SARIMA1,all,4,6.208642960164474e-24
Delphi-BasisRegression,all,4,0.02581055787909942
Delphi-DeltaDensity1,all,4,0.5966114554359154
CU-RHF_SIRS,all,4,0.00010893680872228964
CU-EAKFC_SIRS,all,4,2.521010598896945e-05
Delphi-Uniform,all,4,7.995392959295127e-181
ReichLab-SARIMA2,all,4,1.5876981902815543e-09
Delphi-Stat,all,4,2.0059860886598797e-07
Delphi-EmpiricalBayes1,all,4,0.02942280570400357
Delphi-EmpiricalFuture,all,4,6.257959071727982e-64
Delphi-EmpiricalBayes2,all,4,5.524428837347144e-12
ReichLab-KCDE,all,4,0.08239281116488593
LANL-DBM,all,4,3.23425194501719e-23
CU-RHF_SEIRS,all,4,0.034967828411014694
Delphi-EmpiricalTraj,all,4,6.257959071727982e-64
CU-EKF_SEIRS,nat,peak,1.5767564830160891e-24
CU-EKF_SIRS,nat,peak,2.228812244676228e-07
Delphi-DeltaDensity2,nat,peak,1.7703108160676543e-105
CU-BMA,nat,peak,4.0219999428354e-41
CU-EAKFC_SEIRS,nat,peak,1.7137330519815923e-16
ReichLab-KDE,nat,peak,3.704772110375538e-237
ReichLab-SARIMA1,nat,peak,1.0546281862026404e-47
Delphi-BasisRegression,nat,peak,1.1091905639137919e-100
Delphi-DeltaDensity1,nat,peak,0.02186980537801612
CU-RHF_SIRS,nat,peak,0.07465385823194841
CU-EAKFC_SIRS,nat,peak,0.000597630287485962
Delphi-Uniform,nat,peak,0.0
ReichLab-SARIMA2,nat,peak,0.7470189558902677
Delphi-Stat,nat,peak,7.265627117055333e-78
Delphi-EmpiricalBayes1,nat,peak,8.643321603397271e-211
Delphi-EmpiricalFuture,nat,peak,3.3235420799112083e-199
Delphi-EmpiricalBayes2,nat,peak,3.1583035778033743e-205
ReichLab-KCDE,nat,peak,0.15585231964111676
LANL-DBM,nat,peak,7.207689940117033e-06
CU-RHF_SEIRS,nat,peak,3.809299961665494e-28
Delphi-EmpiricalTraj,nat,peak,8.846692017927466e-256
CU-EKF_SEIRS,hhs1,peak,3.522764211763843e-24
CU-EKF_SIRS,hhs1,peak,4.6567716413087455e-26
Delphi-DeltaDensity2,hhs1,peak,6.246281868990256e-08
CU-BMA,hhs1,peak,2.923058217402892e-10
CU-EAKFC_SEIRS,hhs1,peak,8.459433348627594e-25
ReichLab-KDE,hhs1,peak,7.6731539924028145e-22
ReichLab-SARIMA1,hhs1,peak,0.0389525650219022
Delphi-BasisRegression,hhs1,peak,6.693497846426526e-19
Delphi-DeltaDensity1,hhs1,peak,2.417138162799671e-07
CU-RHF_SIRS,hhs1,peak,9.643489726314308e-28
CU-EAKFC_SIRS,hhs1,peak,1.7923366932017834e-26
Delphi-Uniform,hhs1,peak,8.727621771448128e-38
ReichLab-SARIMA2,hhs1,peak,7.245336094319862e-07
Delphi-Stat,hhs1,peak,3.2380270997229255e-16
Delphi-EmpiricalBayes1,hhs1,peak,4.768055139973281e-25
Delphi-EmpiricalFuture,hhs1,peak,0.048871984085592346
Delphi-EmpiricalBayes2,hhs1,peak,1.328758545623588e-48
ReichLab-KCDE,hhs1,peak,6.059364459484254e-11
LANL-DBM,hhs1,peak,0.9121744218293611
CU-RHF_SEIRS,hhs1,peak,1.422228429711479e-26
Delphi-EmpiricalTraj,hhs1,peak,7.708954149517867e-25
CU-EKF_SEIRS,hhs2,peak,5.692793158644155e-12
CU-EKF_SIRS,hhs2,peak,6.270309936984432e-06
Delphi-DeltaDensity2,hhs2,peak,0.009658013950553036
CU-BMA,hhs2,peak,2.8468982779904228e-42
CU-EAKFC_SEIRS,hhs2,peak,0.13161876129807054
ReichLab-KDE,hhs2,peak,1.5921291458728646e-113
ReichLab-SARIMA1,hhs2,peak,5.341485003632685e-28
Delphi-BasisRegression,hhs2,peak,5.024752755062212e-32
Delphi-DeltaDensity1,hhs2,peak,4.871382515300209e-19
CU-RHF_SIRS,hhs2,peak,0.0308687103125698
CU-EAKFC_SIRS,hhs2,peak,0.07348404809834155
Delphi-Uniform,hhs2,peak,5.093560613229633e-70
ReichLab-SARIMA2,hhs2,peak,3.269492114157401e-53
Delphi-Stat,hhs2,peak,0.10204671122464253
Delphi-EmpiricalBayes1,hhs2,peak,0.01429661774096093
Delphi-EmpiricalFuture,hhs2,peak,1.436724567048815e-07
Delphi-EmpiricalBayes2,hhs2,peak,3.2904870838334675e-22
ReichLab-KCDE,hhs2,peak,1.6154168245812826e-33
LANL-DBM,hhs2,peak,0.6380207229631295
CU-RHF_SEIRS,hhs2,peak,4.236457002979814e-10
Delphi-EmpiricalTraj,hhs2,peak,5.196795353307203e-47
CU-EKF_SEIRS,hhs3,peak,1.80485965976097e-29
CU-EKF_SIRS,hhs3,peak,1.1006960334993666e-21
Delphi-DeltaDensity2,hhs3,peak,4.560204022069118e-15
CU-BMA,hhs3,peak,4.257597624705503e-23
CU-EAKFC_SEIRS,hhs3,peak,1.4032028687667575e-26
ReichLab-KDE,hhs3,peak,9.313875256782307e-28
ReichLab-SARIMA1,hhs3,peak,0.0750338594807712
Delphi-BasisRegression,hhs3,peak,0.18686046912199983
Delphi-DeltaDensity1,hhs3,peak,3.237421585304476e-22
CU-RHF_SIRS,hhs3,peak,6.629219315706366e-23
CU-EAKFC_SIRS,hhs3,peak,3.116573829594636e-22
Delphi-Uniform,hhs3,peak,9.571349527338177e-38
ReichLab-SARIMA2,hhs3,peak,6.9473778202903064e-15
Delphi-Stat,hhs3,peak,3.992457481733923e-07
Delphi-EmpiricalBayes1,hhs3,peak,3.7259880392279315e-22
Delphi-EmpiricalFuture,hhs3,peak,0.04579106288646787
Delphi-EmpiricalBayes2,hhs3,peak,2.3831121900854778e-23
ReichLab-KCDE,hhs3,peak,6.430813641498263e-06
LANL-DBM,hhs3,peak,0.6923077784513597
CU-RHF_SEIRS,hhs3,peak,5.971864702642744e-29
Delphi-EmpiricalTraj,hhs3,peak,9.006747057366165e-30
CU-EKF_SEIRS,hhs4,peak,4.030847255370716e-31
CU-EKF_SIRS,hhs4,peak,1.4306145496765925e-30
Delphi-DeltaDensity2,hhs4,peak,2.856347982881979e-16
CU-BMA,hhs4,peak,2.9257323820283967e-08
CU-EAKFC_SEIRS,hhs4,peak,1.0367384183820886e-29
ReichLab-KDE,hhs4,peak,6.792444598139325e-45
ReichLab-SARIMA1,hhs4,peak,4.194719360169368e-09
Delphi-BasisRegression,hhs4,peak,7.527317222072768e-30
Delphi-DeltaDensity1,hhs4,peak,2.811780152547793e-23
CU-RHF_SIRS,hhs4,peak,5.8921779000408107e-33
CU-EAKFC_SIRS,hhs4,peak,4.4161949738019836e-30
Delphi-Uniform,hhs4,peak,2.475413449092714e-74
ReichLab-SARIMA2,hhs4,peak,0.41480681969173816
Delphi-Stat,hhs4,peak,2.3625751710572847e-16
Delphi-EmpiricalBayes1,hhs4,peak,0.01505291126693335
Delphi-EmpiricalFuture,hhs4,peak,2.9932596261805986e-32
Delphi-EmpiricalBayes2,hhs4,peak,3.940934451162547e-19
ReichLab-KCDE,hhs4,peak,4.482635870494845e-06
LANL-DBM,hhs4,peak,0.5701357529534142
CU-RHF_SEIRS,hhs4,peak,6.607732112580455e-34
Delphi-EmpiricalTraj,hhs4,peak,1.0562460912364497e-45
CU-EKF_SEIRS,hhs5,peak,4.533936376111173e-15
CU-EKF_SIRS,hhs5,peak,2.9135702233088805e-05
Delphi-DeltaDensity2,hhs5,peak,2.4193551656762263e-16
CU-BMA,hhs5,peak,0.05370120162656226
CU-EAKFC_SEIRS,hhs5,peak,4.6557233831434433e-14
ReichLab-KDE,hhs5,peak,3.8436143115529806e-39
ReichLab-SARIMA1,hhs5,peak,3.0301714383275005e-11
Delphi-BasisRegression,hhs5,peak,0.102518209523995
Delphi-DeltaDensity1,hhs5,peak,8.905549109081608e-10
CU-RHF_SIRS,hhs5,peak,2.7527599917515636e-07
CU-EAKFC_SIRS,hhs5,peak,0.03199684563920217
Delphi-Uniform,hhs5,peak,8.58346270427887e-83
ReichLab-SARIMA2,hhs5,peak,4.469606403109521e-09
Delphi-Stat,hhs5,peak,6.243337760392899e-12
Delphi-EmpiricalBayes1,hhs5,peak,2.4536333096188958e-40
Delphi-EmpiricalFuture,hhs5,peak,0.3245179742394763
Delphi-EmpiricalBayes2,hhs5,peak,1.196125960632989e-66
ReichLab-KCDE,hhs5,peak,0.150318145073359
LANL-DBM,hhs5,peak,0.3369182075047935
CU-RHF_SEIRS,hhs5,peak,1.7621721288787927e-11
Delphi-EmpiricalTraj,hhs5,peak,1.9390486758026818e-60
CU-EKF_SEIRS,hhs6,peak,2.1900983973955363e-09
CU-EKF_SIRS,hhs6,peak,1.336314208069735e-08
Delphi-DeltaDensity2,hhs6,peak,0.14798621436662046
CU-BMA,hhs6,peak,5.12150620370306e-57
CU-EAKFC_SEIRS,hhs6,peak,0.0001270443164481409
ReichLab-KDE,hhs6,peak,1.9789452871274707e-88
ReichLab-SARIMA1,hhs6,peak,1.4198451987690818e-09
Delphi-BasisRegression,hhs6,peak,1.1204079684763005e-41
Delphi-DeltaDensity1,hhs6,peak,1.6280831616983648e-53
CU-RHF_SIRS,hhs6,peak,1.0527431283367368e-16
CU-EAKFC_SIRS,hhs6,peak,0.08280478318184883
Delphi-Uniform,hhs6,peak,4.7686142467027196e-111
ReichLab-SARIMA2,hhs6,peak,6.732390889205691e-14
Delphi-Stat,hhs6,peak,7.15465696824268e-13
Delphi-EmpiricalBayes1,hhs6,peak,1.5166057724694183e-19
Delphi-EmpiricalFuture,hhs6,peak,2.093024767761639e-41
Delphi-EmpiricalBayes2,hhs6,peak,5.925489947665409e-46
ReichLab-KCDE,hhs6,peak,0.4796456011518633
LANL-DBM,hhs6,peak,0.2894363400093505
CU-RHF_SEIRS,hhs6,peak,3.4257061416150414e-19
Delphi-EmpiricalTraj,hhs6,peak,1.537733575094946e-89
CU-EKF_SEIRS,hhs7,peak,5.7670523373448024e-11
CU-EKF_SIRS,hhs7,peak,3.2624254167944556e-05
Delphi-DeltaDensity2,hhs7,peak,2.069659981144054e-62
CU-BMA,hhs7,peak,1.1623490043915545e-10
CU-EAKFC_SEIRS,hhs7,peak,4.0650321934306884e-12
ReichLab-KDE,hhs7,peak,7.461416167691309e-74
ReichLab-SARIMA1,hhs7,peak,1.1928778750851262e-22
Delphi-BasisRegression,hhs7,peak,1.0254993976216685e-22
Delphi-DeltaDensity1,hhs7,peak,0.07880595839318728
CU-RHF_SIRS,hhs7,peak,0.20345505151089052
CU-EAKFC_SIRS,hhs7,peak,5.590022879035474e-12
Delphi-Uniform,hhs7,peak,9.000776707544869e-127
ReichLab-SARIMA2,hhs7,peak,1.9283435635967393e-06
Delphi-Stat,hhs7,peak,3.8311245549779117e-31
Delphi-EmpiricalBayes1,hhs7,peak,1.4110033283524687e-94
Delphi-EmpiricalFuture,hhs7,peak,2.2983467491095995e-58
Delphi-EmpiricalBayes2,hhs7,peak,7.431982369873923e-92
ReichLab-KCDE,hhs7,peak,0.7034967798791819
LANL-DBM,hhs7,peak,0.014207656679927443
CU-RHF_SEIRS,hhs7,peak,7.555209069661527e-10
Delphi-EmpiricalTraj,hhs7,peak,1.7556054198839734e-103
CU-EKF_SEIRS,hhs8,peak,3.280437437381604e-10
CU-EKF_SIRS,hhs8,peak,5.1699864838473856e-11
Delphi-DeltaDensity2,hhs8,peak,3.3766745580025304e-12
CU-BMA,hhs8,peak,7.005161684418269e-10
CU-EAKFC_SEIRS,hhs8,peak,5.065461360143189e-10
ReichLab-KDE,hhs8,peak,4.2402404399960335e-26
ReichLab-SARIMA1,hhs8,peak,1.2651618244906676e-07
Delphi-BasisRegression,hhs8,peak,6.496778071778329e-07
Delphi-DeltaDensity1,hhs8,peak,0.10007782216896136
CU-RHF_SIRS,hhs8,peak,7.486629794298209e-10
CU-EAKFC_SIRS,hhs8,peak,7.183675943688137e-08
Delphi-Uniform,hhs8,peak,1.2401111208491076e-55
ReichLab-SARIMA2,hhs8,peak,4.4052829930814414e-07
Delphi-Stat,hhs8,peak,1.787672648255365e-08
Delphi-EmpiricalBayes1,hhs8,peak,4.926450221906739e-22
Delphi-EmpiricalFuture,hhs8,peak,2.728264943298639e-23
Delphi-EmpiricalBayes2,hhs8,peak,2.5201647756301764e-32
ReichLab-KCDE,hhs8,peak,0.29038522091435387
LANL-DBM,hhs8,peak,0.609535647766918
CU-RHF_SEIRS,hhs8,peak,3.7514641109522826e-10
Delphi-EmpiricalTraj,hhs8,peak,1.8112213604289847e-38
CU-EKF_SEIRS,hhs9,peak,3.920265341459396e-29
CU-EKF_SIRS,hhs9,peak,5.672094622378835e-34
Delphi-DeltaDensity2,hhs9,peak,1.0997712185344272e-10
CU-BMA,hhs9,peak,5.565460146213993e-09
CU-EAKFC_SEIRS,hhs9,peak,1.9597719347852616e-25
ReichLab-KDE,hhs9,peak,9.084280094018801e-17
ReichLab-SARIMA1,hhs9,peak,1.394588441692239e-16
Delphi-BasisRegression,hhs9,peak,0.1183092073772527
Delphi-DeltaDensity1,hhs9,peak,9.957497359556545e-07
CU-RHF_SIRS,hhs9,peak,4.491737878480592e-33
CU-EAKFC_SIRS,hhs9,peak,1.8285479654155808e-30
Delphi-Uniform,hhs9,peak,2.9734597562318716e-53
ReichLab-SARIMA2,hhs9,peak,1.2069666444006402e-16
Delphi-Stat,hhs9,peak,4.3424467460792133e-07
Delphi-EmpiricalBayes1,hhs9,peak,0.022787994657035057
Delphi-EmpiricalFuture,hhs9,peak,0.0007840393176324583
Delphi-EmpiricalBayes2,hhs9,peak,8.869778139302628e-22
ReichLab-KCDE,hhs9,peak,2.4504144308979727e-08
LANL-DBM,hhs9,peak,0.858117298474088
CU-RHF_SEIRS,hhs9,peak,2.263608856823831e-33
Delphi-EmpiricalTraj,hhs9,peak,7.958581187873575e-22
CU-EKF_SEIRS,hhs10,peak,4.966137488265004e-27
CU-EKF_SIRS,hhs10,peak,1.6790496951919695e-28
Delphi-DeltaDensity2,hhs10,peak,3.8432079736992557e-16
CU-BMA,hhs10,peak,4.9295410387870244e-26
CU-EAKFC_SEIRS,hhs10,peak,1.705735933179854e-29
ReichLab-KDE,hhs10,peak,1.9149196235261282e-79
ReichLab-SARIMA1,hhs10,peak,0.19234705239557678
Delphi-BasisRegression,hhs10,peak,0.42768493304285793
Delphi-DeltaDensity1,hhs10,peak,3.161611850772398e-06
CU-RHF_SIRS,hhs10,peak,6.627920836971992e-24
CU-EAKFC_SIRS,hhs10,peak,3.64445148879756e-23
Delphi-Uniform,hhs10,peak,2.1617920950581797e-68
ReichLab-SARIMA2,hhs10,peak,2.9482740201985654e-14
Delphi-Stat,hhs10,peak,1.4674236673567135e-12
Delphi-EmpiricalBayes1,hhs10,peak,0.003648633685723923
Delphi-EmpiricalFuture,hhs10,peak,0.11049403005756375
Delphi-EmpiricalBayes2,hhs10,peak,1.4646540597104487e-56
ReichLab-KCDE,hhs10,peak,1.3399863430387512e-05
LANL-DBM,hhs10,peak,0.26580878934149904
CU-RHF_SEIRS,hhs10,peak,2.2396636179195902e-35
Delphi-EmpiricalTraj,hhs10,peak,5.102594822280334e-59
CU-EKF_SEIRS,all,peak,4.211646253439331e-13
CU-EKF_SIRS,all,peak,8.0995781310158e-07
Delphi-DeltaDensity2,all,peak,1.980177436748589e-20
CU-BMA,all,peak,2.0210225717331383e-34
CU-EAKFC_SEIRS,all,peak,6.151894329860009e-07
ReichLab-KDE,all,peak,3.28773527408994e-115
ReichLab-SARIMA1,all,peak,0.0005291792899031798
Delphi-BasisRegression,all,peak,0.017409675713752702
Delphi-DeltaDensity1,all,peak,5.6765570145645416e-11
CU-RHF_SIRS,all,peak,0.0045535496109383455
CU-EAKFC_SIRS,all,peak,0.026228511733373244
Delphi-Uniform,all,peak,4.315306802680205e-170
ReichLab-SARIMA2,all,peak,7.670039223270047e-12
Delphi-Stat,all,peak,4.319198450217838e-11
Delphi-EmpiricalBayes1,all,peak,2.58320950595548e-25
Delphi-EmpiricalFuture,all,peak,0.03452823228810321
Delphi-EmpiricalBayes2,all,peak,2.9808576145419685e-81
ReichLab-KCDE,all,peak,0.21132442605994387
LANL-DBM,all,peak,0.7054250000482435
CU-RHF_SEIRS,all,peak,4.4613060449980784e-13
Delphi-EmpiricalTraj,all,peak,1.1410911499883932e-117
CU-EKF_SEIRS,nat,peak_wk,1.931176199507776e-06
CU-EKF_SIRS,nat,peak_wk,9.125969599498995e-06
Delphi-DeltaDensity2,nat,peak_wk,9.596160041449741e-164
CU-BMA,nat,peak_wk,5.8251950919263394e-52
CU-EAKFC_SEIRS,nat,peak_wk,0.18723091324786179
ReichLab-KDE,nat,peak_wk,2.4395467668530459e-178
ReichLab-SARIMA1,nat,peak_wk,4.6512091710314536e-39
Delphi-BasisRegression,nat,peak_wk,1.516629630635869e-104
Delphi-DeltaDensity1,nat,peak_wk,7.299187621063769e-179
CU-RHF_SIRS,nat,peak_wk,5.364062155950832e-09
CU-EAKFC_SIRS,nat,peak_wk,0.08748260772837169
Delphi-Uniform,nat,peak_wk,2.8547310172982024e-240
ReichLab-SARIMA2,nat,peak_wk,0.7252744989387984
Delphi-Stat,nat,peak_wk,1.0100454445683765e-130
Delphi-EmpiricalBayes1,nat,peak_wk,7.34641994278094e-51
Delphi-EmpiricalFuture,nat,peak_wk,2.4699562781244645e-166
Delphi-EmpiricalBayes2,nat,peak_wk,1.662108025486625e-101
ReichLab-KCDE,nat,peak_wk,1.4429877357440987e-28
LANL-DBM,nat,peak_wk,4.417607464240742e-27
CU-RHF_SEIRS,nat,peak_wk,9.17575106932155e-07
Delphi-EmpiricalTraj,nat,peak_wk,3.25747139397004e-195
CU-EKF_SEIRS,hhs1,peak_wk,9.031429657277392e-11
CU-EKF_SIRS,hhs1,peak_wk,2.99554675730765e-07
Delphi-DeltaDensity2,hhs1,peak_wk,2.735335206960516e-18
CU-BMA,hhs1,peak_wk,0.25822177063960766
CU-EAKFC_SEIRS,hhs1,peak_wk,1.5400789858639007e-15
ReichLab-KDE,hhs1,peak_wk,3.6119715173071716e-80
ReichLab-SARIMA1,hhs1,peak_wk,5.795939135959127e-13
Delphi-BasisRegression,hhs1,peak_wk,2.1145137907888203e-37
Delphi-DeltaDensity1,hhs1,peak_wk,2.489767753984617e-49
CU-RHF_SIRS,hhs1,peak_wk,0.11970634223888516
CU-EAKFC_SIRS,hhs1,peak_wk,1.2286678117346844e-05
Delphi-Uniform,hhs1,peak_wk,2.645732015022862e-147
ReichLab-SARIMA2,hhs1,peak_wk,4.3563760158673535e-06
Delphi-Stat,hhs1,peak_wk,4.4420135352144975e-36
Delphi-EmpiricalBayes1,hhs1,peak_wk,1.091264234316206e-19
Delphi-EmpiricalFuture,hhs1,peak_wk,7.223939226058994e-99
Delphi-EmpiricalBayes2,hhs1,peak_wk,6.318283784860085e-21
ReichLab-KCDE,hhs1,peak_wk,0.09140471760183484
LANL-DBM,hhs1,peak_wk,0.53065022676194
CU-RHF_SEIRS,hhs1,peak_wk,5.802807239050793e-11
Delphi-EmpiricalTraj,hhs1,peak_wk,9.141145889029113e-114
CU-EKF_SEIRS,hhs2,peak_wk,1.5062095250106074e-12
CU-EKF_SIRS,hhs2,peak_wk,1.3231273146768755e-06
Delphi-DeltaDensity2,hhs2,peak_wk,2.1329926282741182e-54
CU-BMA,hhs2,peak_wk,1.8137511424604116e-27
CU-EAKFC_SEIRS,hhs2,peak_wk,4.200906222954111e-08
ReichLab-KDE,hhs2,peak_wk,7.047006794502169e-54
ReichLab-SARIMA1,hhs2,peak_wk,2.447771267875338e-35
Delphi-BasisRegression,hhs2,peak_wk,7.13008331869077e-44
Delphi-DeltaDensity1,hhs2,peak_wk,3.116770539327928e-94
CU-RHF_SIRS,hhs2,peak_wk,2.5042123699254757e-07
CU-EAKFC_SIRS,hhs2,peak_wk,0.4281447352390368
Delphi-Uniform,hhs2,peak_wk,7.237703089939325e-74
ReichLab-SARIMA2,hhs2,peak_wk,1.2148078931258077e-43
Delphi-Stat,hhs2,peak_wk,1.944490946290862e-71
Delphi-EmpiricalBayes1,hhs2,peak_wk,2.3470244369726737e-71
Delphi-EmpiricalFuture,hhs2,peak_wk,7.070489202308618e-50
Delphi-EmpiricalBayes2,hhs2,peak_wk,6.250982991474105e-76
ReichLab-KCDE,hhs2,peak_wk,7.190319310397494e-32
LANL-DBM,hhs2,peak_wk,0.5718456390765728
CU-RHF_SEIRS,hhs2,peak_wk,8.010125270183637e-06
Delphi-EmpiricalTraj,hhs2,peak_wk,6.954579324042316e-44
CU-EKF_SEIRS,hhs3,peak_wk,1.5298650519853397e-18
CU-EKF_SIRS,hhs3,peak_wk,7.042465331163402e-12
Delphi-DeltaDensity2,hhs3,peak_wk,6.835823441102697e-35
CU-BMA,hhs3,peak_wk,3.8638543638444923e-50
CU-EAKFC_SEIRS,hhs3,peak_wk,2.763037528182639e-06
ReichLab-KDE,hhs3,peak_wk,4.881027146642618e-171
ReichLab-SARIMA1,hhs3,peak_wk,3.070294114579311e-31
Delphi-BasisRegression,hhs3,peak_wk,4.820068401765897e-89
Delphi-DeltaDensity1,hhs3,peak_wk,1.17921048666255e-153
CU-RHF_SIRS,hhs3,peak_wk,0.00010855333191099591
CU-EAKFC_SIRS,hhs3,peak_wk,0.31039901816978027
Delphi-Uniform,hhs3,peak_wk,1.501027486773857e-245
ReichLab-SARIMA2,hhs3,peak_wk,0.689489665453738
Delphi-Stat,hhs3,peak_wk,1.7271573144270902e-88
Delphi-EmpiricalBayes1,hhs3,peak_wk,5.1315951018542306e-64
Delphi-EmpiricalFuture,hhs3,peak_wk,7.658482056794342e-150
Delphi-EmpiricalBayes2,hhs3,peak_wk,3.70054294344594e-207
ReichLab-KCDE,hhs3,peak_wk,5.717642372409862e-18
LANL-DBM,hhs3,peak_wk,2.0424145193389557e-32
CU-RHF_SEIRS,hhs3,peak_wk,3.000911275408142e-16
Delphi-EmpiricalTraj,hhs3,peak_wk,1.3876177485923277e-167
CU-EKF_SEIRS,hhs4,peak_wk,6.170113589272142e-08
CU-EKF_SIRS,hhs4,peak_wk,7.585501975387892e-09
Delphi-DeltaDensity2,hhs4,peak_wk,3.574719384355204e-27
CU-BMA,hhs4,peak_wk,6.674947065142233e-08
CU-EAKFC_SEIRS,hhs4,peak_wk,2.367210270656372e-07
ReichLab-KDE,hhs4,peak_wk,3.795249748912044e-36
ReichLab-SARIMA1,hhs4,peak_wk,1.2266726021617402e-09
Delphi-BasisRegression,hhs4,peak_wk,1.8194322611271996e-31
Delphi-DeltaDensity1,hhs4,peak_wk,1.5367190470611696e-38
CU-RHF_SIRS,hhs4,peak_wk,5.596541904062135e-09
CU-EAKFC_SIRS,hhs4,peak_wk,1.2788228867509788e-07
Delphi-Uniform,hhs4,peak_wk,1.2071488336913438e-66
ReichLab-SARIMA2,hhs4,peak_wk,0.8751396714427819
Delphi-Stat,hhs4,peak_wk,4.374356566939747e-31
Delphi-EmpiricalBayes1,hhs4,peak_wk,6.864080131417356e-60
Delphi-EmpiricalFuture,hhs4,peak_wk,5.770561133148807e-50
Delphi-EmpiricalBayes2,hhs4,peak_wk,2.21984384709677e-79
ReichLab-KCDE,hhs4,peak_wk,1.4075648719170772e-10
LANL-DBM,hhs4,peak_wk,0.12485975838522984
CU-RHF_SEIRS,hhs4,peak_wk,6.256859291974225e-08
Delphi-EmpiricalTraj,hhs4,peak_wk,7.55612923365097e-51
CU-EKF_SEIRS,hhs5,peak_wk,1.7159447398890823e-09
CU-EKF_SIRS,hhs5,peak_wk,1.2237807646157588e-07
Delphi-DeltaDensity2,hhs5,peak_wk,1.2212251009842315e-44
CU-BMA,hhs5,peak_wk,1.0281929094827026e-13
CU-EAKFC_SEIRS,hhs5,peak_wk,6.423967628431919e-09
ReichLab-KDE,hhs5,peak_wk,2.278852794101412e-56
ReichLab-SARIMA1,hhs5,peak_wk,1.619920460381047e-11
Delphi-BasisRegression,hhs5,peak_wk,6.1218293912775366e-30
Delphi-DeltaDensity1,hhs5,peak_wk,9.0735168888561e-51
CU-RHF_SIRS,hhs5,peak_wk,1.233030035126978e-07
CU-EAKFC_SIRS,hhs5,peak_wk,2.316621941096099e-07
Delphi-Uniform,hhs5,peak_wk,1.5434134558028337e-85
ReichLab-SARIMA2,hhs5,peak_wk,0.9999984271759139
Delphi-Stat,hhs5,peak_wk,5.8358037811747774e-36
Delphi-EmpiricalBayes1,hhs5,peak_wk,1.4150138911291662e-16
Delphi-EmpiricalFuture,hhs5,peak_wk,1.595157786414151e-61
