model,region,target,weight
ReichLab-SARIMA1,hhs10,2,0.18606721043339552
Delphi-BasisRegression,hhs10,2,3.628025057245928e-13
Delphi-DeltaDensity1,hhs10,2,2.0672807932634435e-08
CU-RHF_SIRS,hhs10,2,7.853614576312229e-06
CU-EAKFC_SIRS,hhs10,2,0.1597230537528274
Delphi-Uniform,hhs10,2,1.3533901382869038e-155
ReichLab-SARIMA2,hhs10,2,0.11571830770909351
Delphi-Stat,hhs10,2,8.286666159579337e-12
Delphi-EmpiricalBayes1,hhs10,2,0.20877731371672778
Delphi-EmpiricalFuture,hhs10,2,2.716546977789636e-72
Delphi-EmpiricalBayes2,hhs10,2,5.134515513706965e-13
ReichLab-KCDE,hhs10,2,0.20806692541768446
LANL-DBM,hhs10,2,7.348864884597992e-20
CU-RHF_SEIRS,hhs10,2,3.0051250477669886e-08
Delphi-EmpiricalTraj,hhs10,2,2.716546977789636e-72
CU-EKF_SEIRS,all,2,0.21571232728480702
CU-EKF_SIRS,all,2,0.21965404299924082
Delphi-DeltaDensity2,all,2,0.002456962124420095
CU-BMA,all,2,3.3919618165128814e-16
CU-EAKFC_SEIRS,all,2,0.00016335941396500197
ReichLab-KDE,all,2,3.425881766362313e-71
ReichLab-SARIMA1,all,2,1.1661213731861088e-18
Delphi-BasisRegression,all,2,0.09659451230524135
Delphi-DeltaDensity1,all,2,0.38282426210349735
CU-RHF_SIRS,all,2,0.0001891503739628328
CU-EAKFC_SIRS,all,2,2.2873338231968646e-08
Delphi-Uniform,all,2,9.614701565275e-312
ReichLab-SARIMA2,all,2,6.771123638147511e-13
Delphi-Stat,all,2,1.0570132378924201e-11
Delphi-EmpiricalBayes1,all,2,0.02615588949707101
Delphi-EmpiricalFuture,all,2,2.6586353722998618e-126
Delphi-EmpiricalBayes2,all,2,1.2333549793740023e-06
ReichLab-KCDE,all,2,0.05624523173557989
LANL-DBM,all,2,4.162178427172137e-23
CU-RHF_SEIRS,all,2,3.0059226500159637e-06
Delphi-EmpiricalTraj,all,2,2.6586353722998618e-126
CU-EKF_SEIRS,nat,3,0.00021969641912254572
CU-EKF_SIRS,nat,3,8.183441951070472e-19
Delphi-DeltaDensity2,nat,3,4.4944835881764223e-32
CU-BMA,nat,3,3.5266408069268175e-29
CU-EAKFC_SEIRS,nat,3,3.227802600087453e-09
ReichLab-KDE,nat,3,2.4916034077649887e-44
ReichLab-SARIMA1,nat,3,1.2216523495584395e-15
Delphi-BasisRegression,nat,3,0.06426192483221295
Delphi-DeltaDensity1,nat,3,0.47035368159540397
CU-RHF_SIRS,nat,3,7.986518965092482e-20
CU-EAKFC_SIRS,nat,3,5.0133884894850737e-17
Delphi-Uniform,nat,3,3.2813045563640625e-273
ReichLab-SARIMA2,nat,3,0.20008386410237575
Delphi-Stat,nat,3,1.86860443242077e-14
Delphi-EmpiricalBayes1,nat,3,0.03732636674370669
Delphi-EmpiricalFuture,nat,3,5.681882585055497e-115
Delphi-EmpiricalBayes2,nat,3,2.1634390653869028e-80
ReichLab-KCDE,nat,3,0.113976178803108
LANL-DBM,nat,3,3.799426264000276e-11
CU-RHF_SEIRS,nat,3,0.11377828423825327
Delphi-EmpiricalTraj,nat,3,5.681882585055497e-115
CU-EKF_SEIRS,hhs1,3,0.5372825821170759
CU-EKF_SIRS,hhs1,3,1.4214697702322345e-09
Delphi-DeltaDensity2,hhs1,3,7.969200421219655e-18
CU-BMA,hhs1,3,4.570447042642263e-36
CU-EAKFC_SEIRS,hhs1,3,0.005419745534432492
ReichLab-KDE,hhs1,3,8.440900761610762e-115
ReichLab-SARIMA1,hhs1,3,8.097309780899769e-77
Delphi-BasisRegression,hhs1,3,0.0683810707749104
Delphi-DeltaDensity1,hhs1,3,0.22443622485695514
CU-RHF_SIRS,hhs1,3,1.2608217553346088e-12
CU-EAKFC_SIRS,hhs1,3,6.546373585795537e-16
Delphi-Uniform,hhs1,3,0.0
ReichLab-SARIMA2,hhs1,3,1.0080045824967333e-55
Delphi-Stat,hhs1,3,1.970925761845905e-20
Delphi-EmpiricalBayes1,hhs1,3,0.0008984684099154283
Delphi-EmpiricalFuture,hhs1,3,4.934836075627481e-209
Delphi-EmpiricalBayes2,hhs1,3,7.965260877655594e-31
ReichLab-KCDE,hhs1,3,0.12795621812706306
LANL-DBM,hhs1,3,2.0564762954130943e-56
CU-RHF_SEIRS,hhs1,3,0.03562568875691635
Delphi-EmpiricalTraj,hhs1,3,4.934836075627481e-209
CU-EKF_SEIRS,hhs2,3,0.17067815859005403
CU-EKF_SIRS,hhs2,3,0.02232922200022394
Delphi-DeltaDensity2,hhs2,3,0.012969362190874793
CU-BMA,hhs2,3,1.3419947675244792e-17
CU-EAKFC_SEIRS,hhs2,3,3.414940236459219e-16
ReichLab-KDE,hhs2,3,4.267479664576028e-62
ReichLab-SARIMA1,hhs2,3,8.884376555372708e-39
Delphi-BasisRegression,hhs2,3,1.205416609498994e-22
Delphi-DeltaDensity1,hhs2,3,0.6179095394235729
CU-RHF_SIRS,hhs2,3,0.17206905335805722
CU-EAKFC_SIRS,hhs2,3,3.840435810220358e-09
Delphi-Uniform,hhs2,3,4.0393028860946587e-227
ReichLab-SARIMA2,hhs2,3,9.29312105281338e-41
Delphi-Stat,hhs2,3,4.644690954715387e-14
Delphi-EmpiricalBayes1,hhs2,3,0.004031172595862269
Delphi-EmpiricalFuture,hhs2,3,1.3062135147398222e-92
Delphi-EmpiricalBayes2,hhs2,3,5.036897889164944e-42
ReichLab-KCDE,hhs2,3,4.830653675431717e-18
LANL-DBM,hhs2,3,5.923548259637321e-22
CU-RHF_SEIRS,hhs2,3,1.3488000872427104e-05
Delphi-EmpiricalTraj,hhs2,3,1.3062135147398222e-92
CU-EKF_SEIRS,hhs3,3,0.06853829038709885
CU-EKF_SIRS,hhs3,3,4.7389174904550675e-12
Delphi-DeltaDensity2,hhs3,3,3.7091841608176257e-07
CU-BMA,hhs3,3,5.4131243639304726e-11
CU-EAKFC_SEIRS,hhs3,3,0.08304492830658974
ReichLab-KDE,hhs3,3,1.314682665576602e-16
ReichLab-SARIMA1,hhs3,3,2.486145835529238e-14
Delphi-BasisRegression,hhs3,3,7.481314261841475e-06
Delphi-DeltaDensity1,hhs3,3,0.39490711799570705
CU-RHF_SIRS,hhs3,3,1.1650057426150752e-14
CU-EAKFC_SIRS,hhs3,3,3.3299445524652516e-07
Delphi-Uniform,hhs3,3,2.5823584087252555e-92
ReichLab-SARIMA2,hhs3,3,2.9771178849158555e-23
Delphi-Stat,hhs3,3,5.784365418758057e-07
Delphi-EmpiricalBayes1,hhs3,3,0.17505636472635233
Delphi-EmpiricalFuture,hhs3,3,1.35581244715358e-41
Delphi-EmpiricalBayes2,hhs3,3,1.7245384161409507e-29
ReichLab-KCDE,hhs3,3,0.27844447282190254
LANL-DBM,hhs3,3,7.219718032462425e-17
CU-RHF_SEIRS,hhs3,3,6.203976725097276e-08
Delphi-EmpiricalTraj,hhs3,3,1.35581244715358e-41
CU-EKF_SEIRS,hhs4,3,0.3215344408327743
CU-EKF_SIRS,hhs4,3,0.00047576256024399114
Delphi-DeltaDensity2,hhs4,3,1.3077405207396306e-07
CU-BMA,hhs4,3,6.360552732655845e-45
CU-EAKFC_SEIRS,hhs4,3,4.212477287046105e-17
ReichLab-KDE,hhs4,3,1.6850334732290484e-87
ReichLab-SARIMA1,hhs4,3,5.70227872653773e-20
Delphi-BasisRegression,hhs4,3,1.6859152801339447e-10
Delphi-DeltaDensity1,hhs4,3,0.39298901853391577
CU-RHF_SIRS,hhs4,3,7.326545388838641e-16
CU-EAKFC_SIRS,hhs4,3,1.0311144754038995e-37
Delphi-Uniform,hhs4,3,1.275e-321
ReichLab-SARIMA2,hhs4,3,0.2336649161756892
Delphi-Stat,hhs4,3,7.540651166499797e-17
Delphi-EmpiricalBayes1,hhs4,3,7.308920792889936e-38
Delphi-EmpiricalFuture,hhs4,3,7.040720224868216e-131
Delphi-EmpiricalBayes2,hhs4,3,6.490737280241516e-124
ReichLab-KCDE,hhs4,3,0.051335154891653106
LANL-DBM,hhs4,3,2.635532935789697e-57
CU-RHF_SEIRS,hhs4,3,5.760630790529324e-07
Delphi-EmpiricalTraj,hhs4,3,7.040720224868216e-131
CU-EKF_SEIRS,hhs5,3,0.15554884495471066
CU-EKF_SIRS,hhs5,3,1.666242689419105e-12
Delphi-DeltaDensity2,hhs5,3,1.3549422279056158e-12
CU-BMA,hhs5,3,2.5299193175155005e-37
CU-EAKFC_SEIRS,hhs5,3,0.023820308355007848
ReichLab-KDE,hhs5,3,9.444614640171219e-57
ReichLab-SARIMA1,hhs5,3,2.369790487920422e-18
Delphi-BasisRegression,hhs5,3,0.004285333702743135
Delphi-DeltaDensity1,hhs5,3,0.7774906378034648
CU-RHF_SIRS,hhs5,3,1.3964522210004404e-30
CU-EAKFC_SIRS,hhs5,3,3.3011750902470323e-09
Delphi-Uniform,hhs5,3,1.78902307626396e-261
ReichLab-SARIMA2,hhs5,3,2.134432021495284e-14
Delphi-Stat,hhs5,3,6.086975415277119e-12
Delphi-EmpiricalBayes1,hhs5,3,7.244440153305957e-41
Delphi-EmpiricalFuture,hhs5,3,5.7842803560279e-110
Delphi-EmpiricalBayes2,hhs5,3,1.4522962796110876e-42
ReichLab-KCDE,hhs5,3,4.966126023176944e-17
LANL-DBM,hhs5,3,2.4495904064805672e-30
CU-RHF_SEIRS,hhs5,3,0.03885487187376942
Delphi-EmpiricalTraj,hhs5,3,5.7842803560279e-110
CU-EKF_SEIRS,hhs6,3,0.37055206740988883
CU-EKF_SIRS,hhs6,3,7.989645221435606e-05
Delphi-DeltaDensity2,hhs6,3,0.05632062906979596
CU-BMA,hhs6,3,8.789986567876855e-29
CU-EAKFC_SEIRS,hhs6,3,2.570059116711918e-12
ReichLab-KDE,hhs6,3,6.540739871420345e-92
ReichLab-SARIMA1,hhs6,3,5.219305150752384e-59
Delphi-BasisRegression,hhs6,3,0.08356924663569008
Delphi-DeltaDensity1,hhs6,3,0.15883920531001983
CU-RHF_SIRS,hhs6,3,2.9159576101875153e-13
CU-EAKFC_SIRS,hhs6,3,7.41452914757508e-18
Delphi-Uniform,hhs6,3,4.8296823114290027e-147
ReichLab-SARIMA2,hhs6,3,1.676939619923309e-46
Delphi-Stat,hhs6,3,1.9334939057824473e-07
Delphi-EmpiricalBayes1,hhs6,3,0.17169008545729636
Delphi-EmpiricalFuture,hhs6,3,8.408569703717063e-74
Delphi-EmpiricalBayes2,hhs6,3,0.005937935029643835
ReichLab-KCDE,hhs6,3,6.135809331327844e-20
LANL-DBM,hhs6,3,7.228994096362334e-44
CU-RHF_SEIRS,hhs6,3,0.15301074128319841
Delphi-EmpiricalTraj,hhs6,3,8.408569703717063e-74
CU-EKF_SEIRS,hhs7,3,0.013776688147404249
CU-EKF_SIRS,hhs7,3,0.2167887737840017
Delphi-DeltaDensity2,hhs7,3,3.66997377454199e-07
CU-BMA,hhs7,3,0.07268028556549176
CU-EAKFC_SEIRS,hhs7,3,5.8242328460208636e-08
ReichLab-KDE,hhs7,3,5.345842188986766e-47
ReichLab-SARIMA1,hhs7,3,1.7912110901312281e-25
Delphi-BasisRegression,hhs7,3,3.573464277130127e-28
Delphi-DeltaDensity1,hhs7,3,0.5175036430704203
CU-RHF_SIRS,hhs7,3,3.8303739955835554e-13
CU-EAKFC_SIRS,hhs7,3,7.75521554405111e-17
Delphi-Uniform,hhs7,3,4.273375671180894e-255
ReichLab-SARIMA2,hhs7,3,7.895992596857874e-10
Delphi-Stat,hhs7,3,1.1803425617279547e-11
Delphi-EmpiricalBayes1,hhs7,3,1.7884027669751432e-22
Delphi-EmpiricalFuture,hhs7,3,1.2923632609391656e-111
Delphi-EmpiricalBayes2,hhs7,3,1.2452066600096075e-13
ReichLab-KCDE,hhs7,3,0.17912238214883278
LANL-DBM,hhs7,3,1.7058369515145784e-47
CU-RHF_SEIRS,hhs7,3,0.0001278012422327706
Delphi-EmpiricalTraj,hhs7,3,1.2923632609391656e-111
CU-EKF_SEIRS,hhs8,3,0.41902770420906926
CU-EKF_SIRS,hhs8,3,9.362604581980375e-10
Delphi-DeltaDensity2,hhs8,3,0.025609820960636694
CU-BMA,hhs8,3,2.5263746708599238e-25
CU-EAKFC_SEIRS,hhs8,3,0.05614635290965038
ReichLab-KDE,hhs8,3,3.3358710026849487e-72
ReichLab-SARIMA1,hhs8,3,2.0703230686656553e-53
Delphi-BasisRegression,hhs8,3,2.242257694964627e-07
Delphi-DeltaDensity1,hhs8,3,0.4991324381481839
CU-RHF_SIRS,hhs8,3,2.569175316482413e-14
CU-EAKFC_SIRS,hhs8,3,7.188094548945563e-05
Delphi-Uniform,hhs8,3,2.9102424368179975e-220
ReichLab-SARIMA2,hhs8,3,6.352453767098251e-42
Delphi-Stat,hhs8,3,1.0099347288512178e-08
Delphi-EmpiricalBayes1,hhs8,3,8.276748052175601e-14
Delphi-EmpiricalFuture,hhs8,3,2.995704955005556e-93
Delphi-EmpiricalBayes2,hhs8,3,3.199380979317435e-76
ReichLab-KCDE,hhs8,3,3.932821304198891e-17
LANL-DBM,hhs8,3,3.6758682877473376e-46
CU-RHF_SEIRS,hhs8,3,1.156756548457115e-05
Delphi-EmpiricalTraj,hhs8,3,2.995704955005556e-93
CU-EKF_SEIRS,hhs9,3,0.04753282729987221
CU-EKF_SIRS,hhs9,3,0.3080838396578253
Delphi-DeltaDensity2,hhs9,3,0.02447290954017981
CU-BMA,hhs9,3,1.9585764712008614e-26
CU-EAKFC_SEIRS,hhs9,3,8.104854656636502e-12
ReichLab-KDE,hhs9,3,1.220985359297308e-24
ReichLab-SARIMA1,hhs9,3,5.0438711023304e-40
Delphi-BasisRegression,hhs9,3,0.48136759225699943
Delphi-DeltaDensity1,hhs9,3,3.663858176718099e-18
CU-RHF_SIRS,hhs9,3,1.2133009317297004e-05
CU-EAKFC_SIRS,hhs9,3,1.1868991689847573e-13
Delphi-Uniform,hhs9,3,5.150355951437077e-109
ReichLab-SARIMA2,hhs9,3,1.154954935927184e-15
Delphi-Stat,hhs9,3,3.893786790891914e-14
Delphi-EmpiricalBayes1,hhs9,3,2.745615630836332e-19
Delphi-EmpiricalFuture,hhs9,3,1.9696221906172555e-31
Delphi-EmpiricalBayes2,hhs9,3,0.13852949317142496
ReichLab-KCDE,hhs9,3,3.62020018896282e-14
LANL-DBM,hhs9,3,9.148064770348854e-12
CU-RHF_SEIRS,hhs9,3,1.205046933004439e-06
Delphi-EmpiricalTraj,hhs9,3,1.9696221906172555e-31
CU-EKF_SEIRS,hhs10,3,0.09095069308906807
CU-EKF_SIRS,hhs10,3,1.0309668260973353e-05
Delphi-DeltaDensity2,hhs10,3,2.793625993348383e-31
CU-BMA,hhs10,3,0.010754036394870183
CU-EAKFC_SEIRS,hhs10,3,7.115395752915807e-08
ReichLab-KDE,hhs10,3,5.87291127183482e-43
ReichLab-SARIMA1,hhs10,3,2.9649467152480174e-09
Delphi-BasisRegression,hhs10,3,2.0056337082676564e-23
Delphi-DeltaDensity1,hhs10,3,2.7297439413805713e-17
CU-RHF_SIRS,hhs10,3,1.175633817733296e-27
CU-EAKFC_SIRS,hhs10,3,0.1472837000478003
Delphi-Uniform,hhs10,3,0.0
ReichLab-SARIMA2,hhs10,3,0.3265489423416506
Delphi-Stat,hhs10,3,1.2530717860351983e-26
Delphi-EmpiricalBayes1,hhs10,3,0.42028887663743747
Delphi-EmpiricalFuture,hhs10,3,2.1691424071961665e-143
Delphi-EmpiricalBayes2,hhs10,3,3.0854084417577334e-10
ReichLab-KCDE,hhs10,3,0.004163367393467187
LANL-DBM,hhs10,3,1.196230813734481e-40
CU-RHF_SEIRS,hhs10,3,7.583001120995986e-31
Delphi-EmpiricalTraj,hhs10,3,2.1691424071961665e-143
CU-EKF_SEIRS,all,3,0.3076786101454559
CU-EKF_SIRS,all,3,0.03158097728090626
Delphi-DeltaDensity2,all,3,0.015126044752593245
CU-BMA,all,3,5.743568410186202e-10
CU-EAKFC_SEIRS,all,3,2.146249472595308e-07
ReichLab-KDE,all,3,1.956617466290699e-50
ReichLab-SARIMA1,all,3,3.1391515929896406e-24
Delphi-BasisRegression,all,3,0.06428599244125079
Delphi-DeltaDensity1,all,3,0.4990649151766189
CU-RHF_SIRS,all,3,1.1167577519009734e-08
CU-EAKFC_SIRS,all,3,1.5652681844988934e-09
Delphi-Uniform,all,3,1.9157856866566005e-255
ReichLab-SARIMA2,all,3,6.240978011050984e-11
Delphi-Stat,all,3,1.4024906904009667e-09
Delphi-EmpiricalBayes1,all,3,0.04691383584013932
Delphi-EmpiricalFuture,all,3,6.754414976658611e-95
Delphi-EmpiricalBayes2,all,3,4.51352207140012e-07
ReichLab-KCDE,all,3,0.029168227365650792
LANL-DBM,all,3,1.3936737651654767e-22
CU-RHF_SEIRS,all,3,0.00618071624812782
Delphi-EmpiricalTraj,all,3,6.754414976658611e-95
CU-EKF_SEIRS,nat,4,1.8275888624755896e-16
CU-EKF_SIRS,nat,4,3.401181476663047e-36
Delphi-DeltaDensity2,nat,4,5.556135987255214e-40
CU-BMA,nat,4,9.024854334777632e-38
CU-EAKFC_SEIRS,nat,4,0.00894308001904809
ReichLab-KDE,nat,4,7.129086761095886e-44
ReichLab-SARIMA1,nat,4,5.231272667640369e-34
Delphi-BasisRegression,nat,4,0.0006257765104909133
Delphi-DeltaDensity1,nat,4,0.7313828635545683
CU-RHF_SIRS,nat,4,4.098159777320651e-34
CU-EAKFC_SIRS,nat,4,4.180186011408882e-31
Delphi-Uniform,nat,4,3.9682816261332876e-300
ReichLab-SARIMA2,nat,4,2.771325858259997e-09
Delphi-Stat,nat,4,3.0680784139217305e-18
Delphi-EmpiricalBayes1,nat,4,0.02880157914164745
Delphi-EmpiricalFuture,nat,4,7.251709398871965e-123
Delphi-EmpiricalBayes2,nat,4,2.694038335011535e-126
ReichLab-KCDE,nat,4,0.12475407000060125
LANL-DBM,nat,4,2.167758239274971e-24
CU-RHF_SEIRS,nat,4,0.10549262800231805
Delphi-EmpiricalTraj,nat,4,7.251709398871965e-123
CU-EKF_SEIRS,hhs1,4,0.05788448215769325
CU-EKF_SIRS,hhs1,4,4.708951672206593e-15
Delphi-DeltaDensity2,hhs1,4,2.916491406413722e-11
CU-BMA,hhs1,4,1.2200901778570832e-17
CU-EAKFC_SEIRS,hhs1,4,0.39316867816095485
ReichLab-KDE,hhs1,4,2.1982133420410503e-55
ReichLab-SARIMA1,hhs1,4,1.862703578172405e-45
Delphi-BasisRegression,hhs1,4,7.723318305715233e-07
Delphi-DeltaDensity1,hhs1,4,0.2981845551778148
CU-RHF_SIRS,hhs1,4,7.149034857796506e-07
CU-EAKFC_SIRS,hhs1,4,1.4281275370659056e-16
Delphi-Uniform,hhs1,4,4.887179243982013e-235
ReichLab-SARIMA2,hhs1,4,3.127597493759427e-28
Delphi-Stat,hhs1,4,1.0100487106907474e-12
Delphi-EmpiricalBayes1,hhs1,4,1.1366889963918333e-28
Delphi-EmpiricalFuture,hhs1,4,5.919124299217667e-96
Delphi-EmpiricalBayes2,hhs1,4,0.008075903110874924
ReichLab-KCDE,hhs1,4,0.2426846270700302
LANL-DBM,hhs1,4,1.821386084186428e-39
CU-RHF_SEIRS,hhs1,4,2.670571358463862e-07
Delphi-EmpiricalTraj,hhs1,4,5.919124299217667e-96
CU-EKF_SEIRS,hhs2,4,0.1888105330285326
CU-EKF_SIRS,hhs2,4,5.926336505459236e-08
Delphi-DeltaDensity2,hhs2,4,0.0621765548219951
CU-BMA,hhs2,4,7.109011756571387e-19
CU-EAKFC_SEIRS,hhs2,4,0.00035668367924152614
ReichLab-KDE,hhs2,4,1.6281601112937406e-61
ReichLab-SARIMA1,hhs2,4,6.164024133912271e-46
Delphi-BasisRegression,hhs2,4,2.5566770054647362e-39
Delphi-DeltaDensity1,hhs2,4,0.5725374149580732
CU-RHF_SIRS,hhs2,4,0.1739701814118648
CU-EAKFC_SIRS,hhs2,4,5.326338058298552e-14
Delphi-Uniform,hhs2,4,8.308613630985795e-263
ReichLab-SARIMA2,hhs2,4,1.0838172445666169e-47
Delphi-Stat,hhs2,4,1.7958112438917395e-20
Delphi-EmpiricalBayes1,hhs2,4,4.516643482164722e-06
Delphi-EmpiricalFuture,hhs2,4,2.3788057381757667e-94
Delphi-EmpiricalBayes2,hhs2,4,1.7513192668984926e-65
ReichLab-KCDE,hhs2,4,3.311183147385587e-27
LANL-DBM,hhs2,4,3.7523682699749486e-27
CU-RHF_SEIRS,hhs2,4,0.0021440561933923526
Delphi-EmpiricalTraj,hhs2,4,2.3788057381757667e-94
CU-EKF_SEIRS,hhs3,4,1.0899573056101198e-07
CU-EKF_SIRS,hhs3,4,3.750058840270569e-18
Delphi-DeltaDensity2,hhs3,4,9.704618759715881e-08
CU-BMA,hhs3,4,2.6221150694992166e-26
CU-EAKFC_SEIRS,hhs3,4,0.11519716995181328
ReichLab-KDE,hhs3,4,2.7849161340076124e-16
ReichLab-SARIMA1,hhs3,4,3.410745724404505e-18
Delphi-BasisRegression,hhs3,4,2.603644515248316e-05
Delphi-DeltaDensity1,hhs3,4,0.2791799286481919
CU-RHF_SIRS,hhs3,4,8.425335864444618e-23
CU-EAKFC_SIRS,hhs3,4,2.0837019825043647e-12
Delphi-Uniform,hhs3,4,2.2872734555869098e-99
ReichLab-SARIMA2,hhs3,4,2.5954824434369163e-28
Delphi-Stat,hhs3,4,1.3669576787589382e-07
Delphi-EmpiricalBayes1,hhs3,4,0.15877560399219864
Delphi-EmpiricalFuture,hhs3,4,3.54800366958287e-42
Delphi-EmpiricalBayes2,hhs3,4,3.698578822864497e-20
ReichLab-KCDE,hhs3,4,0.44682091811184493
LANL-DBM,hhs3,4,5.272594188219325e-23
CU-RHF_SEIRS,hhs3,4,1.1102877301797613e-10
Delphi-EmpiricalTraj,hhs3,4,3.54800366958287e-42
CU-EKF_SEIRS,hhs4,4,0.25907473265365333
CU-EKF_SIRS,hhs4,4,2.915215840182802e-15
Delphi-DeltaDensity2,hhs4,4,1.6603556076480507e-06
CU-BMA,hhs4,4,4.523490436405867e-25
CU-EAKFC_SEIRS,hhs4,4,6.695067521548637e-32
ReichLab-KDE,hhs4,4,3.2015429897028554e-78
ReichLab-SARIMA1,hhs4,4,4.4946681606707836e-33
Delphi-BasisRegression,hhs4,4,1.463288899353761e-14
Delphi-DeltaDensity1,hhs4,4,0.5773652764463313
CU-RHF_SIRS,hhs4,4,1.9249784794873152e-26
CU-EAKFC_SIRS,hhs4,4,5.602994023883331e-56
Delphi-Uniform,hhs4,4,2.2027577309131e-310
ReichLab-SARIMA2,hhs4,4,0.16187773704970912
Delphi-Stat,hhs4,4,6.618775838986814e-18
Delphi-EmpiricalBayes1,hhs4,4,3.815535225039111e-47
Delphi-EmpiricalFuture,hhs4,4,1.0930429361086101e-116
Delphi-EmpiricalBayes2,hhs4,4,8.18229353993808e-191
ReichLab-KCDE,hhs4,4,0.001680479160198567
LANL-DBM,hhs4,4,2.154311101804919e-59
CU-RHF_SEIRS,hhs4,4,1.1433448255105388e-07
Delphi-EmpiricalTraj,hhs4,4,1.0930429361086101e-116
CU-EKF_SEIRS,hhs5,4,0.00013736069120749464
CU-EKF_SIRS,hhs5,4,1.7355325044287847e-17
Delphi-DeltaDensity2,hhs5,4,2.8868157450865996e-12
CU-BMA,hhs5,4,3.3198032100038264e-42
CU-EAKFC_SEIRS,hhs5,4,0.07888504233483885
ReichLab-KDE,hhs5,4,2.701305585892549e-63
ReichLab-SARIMA1,hhs5,4,1.355325984862157e-32
Delphi-BasisRegression,hhs5,4,6.271962361322244e-05
Delphi-DeltaDensity1,hhs5,4,0.8501229106902167
CU-RHF_SIRS,hhs5,4,1.4466027601835241e-36
CU-EAKFC_SIRS,hhs5,4,3.4685106754761893e-14
Delphi-Uniform,hhs5,4,2.5889568198327323e-303
ReichLab-SARIMA2,hhs5,4,8.065444487286306e-35
Delphi-Stat,hhs5,4,6.294971513820845e-14
Delphi-EmpiricalBayes1,hhs5,4,5.078961529486588e-57
Delphi-EmpiricalFuture,hhs5,4,5.54875692338894e-128
Delphi-EmpiricalBayes2,hhs5,4,3.441472313191211e-39
ReichLab-KCDE,hhs5,4,4.427556461535147e-27
LANL-DBM,hhs5,4,9.189282695881425e-60
CU-RHF_SEIRS,hhs5,4,0.07079196665713972
Delphi-EmpiricalTraj,hhs5,4,5.54875692338894e-128
CU-EKF_SEIRS,hhs6,4,0.24498139263001883
CU-EKF_SIRS,hhs6,4,0.013559112098217328
Delphi-DeltaDensity2,hhs6,4,0.005746954278592673
CU-BMA,hhs6,4,6.788553837956471e-27
CU-EAKFC_SEIRS,hhs6,4,7.723896205753087e-30
ReichLab-KDE,hhs6,4,3.202513679273379e-138
ReichLab-SARIMA1,hhs6,4,1.2627355616644868e-106
Delphi-BasisRegression,hhs6,4,0.10271505486921555
Delphi-DeltaDensity1,hhs6,4,0.27973272315387077
CU-RHF_SIRS,hhs6,4,5.500446937853584e-26
CU-EAKFC_SIRS,hhs6,4,1.854300483815363e-24
Delphi-Uniform,hhs6,4,1.5431917323321655e-231
ReichLab-SARIMA2,hhs6,4,7.761223888195864e-76
Delphi-Stat,hhs6,4,7.673896906574432e-08
Delphi-EmpiricalBayes1,hhs6,4,0.14911794250290045
Delphi-EmpiricalFuture,hhs6,4,1.7739278641172272e-106
Delphi-EmpiricalBayes2,hhs6,4,7.0146563725998376e-12
ReichLab-KCDE,hhs6,4,1.4729475114542667e-29
LANL-DBM,hhs6,4,9.039443846852745e-66
CU-RHF_SEIRS,hhs6,4,0.20414674372120079
Delphi-EmpiricalTraj,hhs6,4,1.7739278641172272e-106
CU-EKF_SEIRS,hhs7,4,0.06709420839204969
CU-EKF_SIRS,hhs7,4,4.638586656045787e-11
Delphi-DeltaDensity2,hhs7,4,1.2469644107229708e-05
CU-BMA,hhs7,4,0.011842137380269674
CU-EAKFC_SEIRS,hhs7,4,0.10283138626645816
ReichLab-KDE,hhs7,4,1.4189049043323061e-32
ReichLab-SARIMA1,hhs7,4,2.0281673724926375e-40
Delphi-BasisRegression,hhs7,4,1.2206477483875062e-15
Delphi-DeltaDensity1,hhs7,4,0.43697838951087853
CU-RHF_SIRS,hhs7,4,2.233680020607038e-09
CU-EAKFC_SIRS,hhs7,4,0.004672732336383364
Delphi-Uniform,hhs7,4,3.633179582890381e-230
ReichLab-SARIMA2,hhs7,4,2.428578451852286e-06
Delphi-Stat,hhs7,4,6.318156324494296e-08
Delphi-EmpiricalBayes1,hhs7,4,3.3505830312592255e-40
Delphi-EmpiricalFuture,hhs7,4,7.522839656277686e-94
Delphi-EmpiricalBayes2,hhs7,4,2.4778301676915595e-11
ReichLab-KCDE,hhs7,4,0.3765661824049927
LANL-DBM,hhs7,4,2.403619692503753e-34
CU-RHF_SEIRS,hhs7,4,2.9188693329779895e-16
Delphi-EmpiricalTraj,hhs7,4,7.522839656277686e-94
CU-EKF_SEIRS,hhs8,4,0.14229416014946336
CU-EKF_SIRS,hhs8,4,3.1290890317604104e-13
Delphi-DeltaDensity2,hhs8,4,0.00739963748363454
CU-BMA,hhs8,4,2.0933416833144583e-32
CU-EAKFC_SEIRS,hhs8,4,0.20404054432467608
ReichLab-KDE,hhs8,4,2.5212102860067026e-89
ReichLab-SARIMA1,hhs8,4,1.9989531242495662e-78
Delphi-BasisRegression,hhs8,4,9.772724809106308e-24
Delphi-DeltaDensity1,hhs8,4,0.6457229859931352
CU-RHF_SIRS,hhs8,4,2.6752877427540587e-16
CU-EAKFC_SIRS,hhs8,4,2.889492892487366e-10
Delphi-Uniform,hhs8,4,4.6034185011466596e-299
ReichLab-SARIMA2,hhs8,4,2.0075993130219164e-52
Delphi-Stat,hhs8,4,3.700855952223701e-13
