region,score
nat,2.7130146979146983
hhs1,2.71546462335833
hhs2,3.414372853569117
hhs3,3.110069124463487
hhs4,3.1118544141251
hhs5,2.814131455978099
hhs6,3.563381842727228
hhs7,3.1902990149362944
hhs8,2.879927878649789
hhs9,3.2404079892801367
hhs10,2.930539209034205
all,3.0621330094578623
