region,score
nat,2.436526427098489
hhs1,2.3177691136880876
hhs2,3.072478232885872
hhs3,2.6623553012489447
hhs4,2.6439325789164756
hhs5,2.319705467749599
hhs6,3.2434350487499346
hhs7,2.476990197165535
hhs8,2.2911023622913604
hhs9,2.662052923872193
hhs10,2.2899575321078967
all,2.583300471434031
