region,score
nat,2.111356974949429
hhs1,2.327569722882711
hhs2,2.5197183067927567
hhs3,1.972575037930619
hhs4,2.6396762161105145
hhs5,2.3364581260330075
hhs6,2.0755638249085067
hhs7,2.4023219224702057
hhs8,2.5357709068126826
hhs9,2.295029547290464
hhs10,2.30078246472312
all,2.3007824647231203
