region,score
nat,2.271520381365768
hhs1,2.7557674069958615
hhs2,3.1597356036953963
hhs3,2.9254106046642647
hhs4,2.951032602704
hhs5,3.106093693411571
hhs6,2.9612000402626477
hhs7,3.161711885369557
hhs8,2.5801675747596704
hhs9,2.628582425402145
hhs10,3.0188909259082033
all,3.0188909259082033
