epiweek,region,wili
199740,nat,1.1014825590386
199741,nat,1.2000682166927
199742,nat,1.378763290902
199743,nat,1.1991993499089
199744,nat,1.656177824396
199745,nat,1.4132646790523
199746,nat,1.9867965365904
199747,nat,2.4474939169092
199748,nat,1.7390086933452
199749,nat,1.9391876491739
199750,nat,2.2816620084174
199751,nat,2.5076062825482
199752,nat,4.1135169423824
199753,nat,5.6237199714791
199801,nat,4.3739795760926
199802,nat,4.1943410592545
199803,nat,5.4212349784041
199804,nat,5.6613656784683
199805,nat,5.9780153099738
199806,nat,4.7358010424859
199807,nat,3.4458117561964
199808,nat,2.4779934356464
199809,nat,1.6573210178858
199810,nat,1.9695214707683
199811,nat,1.585445471795
199812,nat,1.8047404223239
199813,nat,1.0462396443506
199814,nat,1.4004039419317
199815,nat,0.7968699167087
199816,nat,0.71709705062724
199817,nat,1.002380516919
199818,nat,0.90840338935227
199819,nat,0.44301361344056
199820,nat,0.63898647717925
199840,nat,1.5773265538366
199841,nat,1.3087976927998
199842,nat,1.4174416607929
199843,nat,1.1827162980018
199844,nat,2.3343193349458
199845,nat,1.8157681416788
199846,nat,2.1797483965185
199847,nat,2.1124013046069
199848,nat,2.0485359846397
199849,nat,1.9324828522456
199850,nat,1.9046826930199
199851,nat,2.5598279590595
199852,nat,3.9910782974965
199901,nat,3.0858147131986
199902,nat,4.1638288531559
199903,nat,5.5804906390821
199904,nat,5.2532806851679
199905,nat,6.7466710541841
199906,nat,7.5718832808541
199907,nat,6.8728695796498
199908,nat,6.3509756753067
199909,nat,5.4109895471687
199910,nat,4.5500806212336
199911,nat,3.8591519401107
199912,nat,2.9960096995854
199913,nat,1.9781404237131
199914,nat,1.1688725114085
199915,nat,1.0930161041405
199916,nat,0.63316867225514
199917,nat,0.63956090612577
199918,nat,1.5553089604587
199919,nat,0.80801959019025
199920,nat,1.3399721166305
199940,nat,0.83121893050467
199941,nat,1.4044481201099
199942,nat,1.3172056233845
199943,nat,1.3816083655742
199944,nat,1.4160659489971
199945,nat,1.4843773997448
199946,nat,1.5261412750912
199947,nat,1.8533604930216
199948,nat,2.3290692519759
199949,nat,2.7025408311803
199950,nat,3.5045404971309
199951,nat,5.4079890384537
199952,nat,7.042283827004
200001,nat,6.7684559990814
200002,nat,5.5280766500906
200003,nat,3.8050848959345
200004,nat,3.4117695978632
200005,nat,2.4000016050374
200006,nat,1.8911995614019
200007,nat,1.3550309117752
200008,nat,1.332121272383
200009,nat,1.4912743971947
200010,nat,1.2682607704058
200011,nat,1.0585380765573
200012,nat,0.92201001170156
200013,nat,0.89233380906511
200014,nat,0.92920107214037
200015,nat,0.655591797604
200016,nat,0.6070021189017
200017,nat,0.60000339146484
200018,nat,0.54724686030661
200019,nat,0.47641662274759
200020,nat,0.44591727879044
200040,nat,1.041133639647
200041,nat,1.2870984406305
200042,nat,1.2829874797529
200043,nat,1.3408072931286
200044,nat,1.0554966015106
200045,nat,1.1413587057971
200046,nat,1.4411050386428
200047,nat,1.957345835489
200048,nat,1.6192786054558
200049,nat,1.7844020239614
200050,nat,2.3442339224586
200051,nat,2.6952760002001
200052,nat,3.8618030703377
200101,nat,3.5049978548314
200102,nat,3.4380355452602
200103,nat,4.392799267836
200104,nat,4.2133870299934
200105,nat,4.3536398821384
200106,nat,3.6996932675321
200107,nat,2.819212491618
200108,nat,2.5529413005125
200109,nat,1.9016659181171
200110,nat,1.6803266033487
200111,nat,1.6253972662614
200112,nat,1.4595670284554
200113,nat,1.3237591276114
200114,nat,0.92007325650101
200115,nat,0.77925652306947
200116,nat,0.99130263688577
200117,nat,0.82693003120474
200118,nat,0.5889518940096
200119,nat,0.60558620813824
200120,nat,0.49433975540666
200140,nat,1.4104567958818
200141,nat,1.7701929089984
200142,nat,1.6190381264137
200143,nat,1.7706468978584
200144,nat,1.9389069137296
200145,nat,1.634394059917
200146,nat,1.9036313817081
200147,nat,1.8055613520264
200148,nat,1.7550569633099
200149,nat,1.5302317909207
200150,nat,1.4616082563524
200151,nat,1.9604827419486
200152,nat,2.2043546923704
200201,nat,2.1347989589969
200202,nat,1.8944110611034
200203,nat,2.8310876240525
200204,nat,3.3048103216585
200205,nat,3.6106276129438
200206,nat,3.4279904092221
200207,nat,3.7671509028565
200208,nat,3.6001807056247
200209,nat,3.2002416269839
200210,nat,2.9263269445055
200211,nat,2.8585713368964
200212,nat,2.3474475011668
200213,nat,2.2349807729782
200214,nat,1.9935491074503
200215,nat,1.371675468202
200216,nat,1.2703282653525
200217,nat,0.99933053541111
200218,nat,1.1719967216718
200219,nat,1.0347212238185
200220,nat,0.70359915424483
200240,nat,1.2226232842506
200241,nat,1.3334381086745
200242,nat,1.3192896689034
200243,nat,1.4948350945773
200244,nat,1.4719479833855
200245,nat,1.5809403427475
200246,nat,1.4942639928831
200247,nat,1.4056865757899
200248,nat,1.6141014336283
200249,nat,1.4596682063085
200250,nat,1.5989593463191
200251,nat,2.166969082912
200252,nat,2.5784233941021
200301,nat,2.386360192173
200302,nat,1.7362101160454
200303,nat,2.0629618634352
200304,nat,2.5811316445463
200305,nat,2.9390947037234
200306,nat,3.2253889555525
200307,nat,3.0698187651727
200308,nat,3.2004360687995
200309,nat,2.4488841522818
200310,nat,2.13439644187
200311,nat,1.9986619951646
200312,nat,1.9384922126962
200313,nat,1.412931617186
200314,nat,1.23472204048
200315,nat,1.2000464430508
200316,nat,0.91013487466776
200317,nat,0.93226505678101
200318,nat,0.69217476759264
200319,nat,0.66940622959581
200320,nat,0.727705269811
200321,nat,0.71770089827202
200322,nat,0.78939447962671
200323,nat,0.72212915352851
200324,nat,0.59132604431595
200325,nat,0.5230699897329
200326,nat,0.45023628271237
200327,nat,0.39742112457308
200328,nat,0.44800164829849
200329,nat,0.47476736183891
200330,nat,0.45325136014887
200331,nat,0.35215789138128
200332,nat,0.52532159226758
200333,nat,0.49299086850566
200334,nat,0.54272825036851
200335,nat,0.49034681551061
200336,nat,0.7359136418127
200337,nat,0.58177115272033
200338,nat,0.65416186473696
200339,nat,0.74950406853805
200340,nat,0.88402120442948
200341,nat,1.0277304559192
200342,nat,1.2829636323818
200343,nat,1.3266053697292
200344,nat,1.7730400979338
200345,nat,2.4381361205215
200346,nat,2.7260453191395
200347,nat,3.7319220656804
200348,nat,4.548937517994
200349,nat,5.3990642563849
200350,nat,7.3873535738903
200351,nat,7.4809713731465
200352,nat,7.6279672573073
200353,nat,5.1405149887973
200401,nat,2.8912941922967
200402,nat,2.1042898363769
200403,nat,1.8869563898866
200404,nat,1.7765966424132
200405,nat,1.4600062297447
200406,nat,1.3778694761716
200407,nat,1.3053233970792
200408,nat,1.0869110387955
200409,nat,0.99188773522022
200410,nat,1.0276531984072
200411,nat,1.0578960207185
200412,nat,0.84936102049138
200413,nat,0.74712666529218
200414,nat,0.66170785331876
200415,nat,0.67951385789796
200416,nat,0.63307076250645
200417,nat,0.56989371503883
200418,nat,0.59135676866625
200419,nat,0.58904355995672
200420,nat,0.67864049348116
200421,nat,0.63755847585445
200422,nat,0.81330918041493
200423,nat,0.83455105005239
200424,nat,0.61617406098042
200425,nat,0.5132857425022
200426,nat,0.35188107446737
200427,nat,0.54262110716497
200428,nat,0.58103619253881
200429,nat,0.49548630023986
200430,nat,0.61209036026978
200431,nat,0.53149054792289
200432,nat,0.51998671084002
200433,nat,0.57447575413756
200434,nat,0.66317535125502
200435,nat,0.614691037252
200436,nat,0.65682291993256
200437,nat,0.72301572370044
200438,nat,0.69185724014996
200439,nat,0.78275776447234
200440,nat,0.98227525124642
200441,nat,1.0182125435542
200442,nat,1.1768049746944
200443,nat,1.3012117136156
200444,nat,1.277455649518
200445,nat,1.4038686252314
200446,nat,1.4030100840285
200447,nat,1.7397478040159
200448,nat,1.5689407164744
200449,nat,1.6592717378471
200450,nat,1.8134111594715
200451,nat,2.3762557887951
200452,nat,2.7705247214032
200501,nat,2.4006428727702
200502,nat,2.5415463783658
200503,nat,2.8587063897996
