region,score
nat,2.959854468305971
hhs1,2.7034825385065253
hhs2,3.4672150312998777
hhs3,3.2873604515640262
hhs4,3.1254618974779724
hhs5,2.809594964113697
hhs6,3.7684763482504433
hhs7,2.8885735628616738
hhs8,2.518655799976939
hhs9,3.1464818442310567
hhs10,2.717573051043741
all,3.0357027234210787
