region,score
nat,3.3230810320354633
hhs1,3.5017800247265036
hhs2,4.003853628423207
hhs3,3.4073197031497653
hhs4,3.7309187115262734
hhs5,3.4223159976259545
hhs6,4.433012485074607
hhs7,3.4289098821422517
hhs8,3.333280757955888
hhs9,3.555021194694982
hhs10,3.1655505581124377
all,3.5731858159515792
