region,score
nat,3.0559316243328167
hhs1,3.2238011417596173
hhs2,4.398798091165274
hhs3,3.5947254993402322
hhs4,3.741668684051649
hhs5,3.3749703190501457
hhs6,3.647163933169412
hhs7,3.4453644711184412
hhs8,2.855639220170567
hhs9,3.3902455229383994
hhs10,3.0852135135136356
all,3.085213513513635
