region,score
nat,2.7923357509381748
hhs1,2.6666214064563056
hhs2,3.5714852972082625
hhs3,3.2630486771569203
hhs4,3.08945050441104
hhs5,2.8078890429204866
hhs6,3.4075574658981385
hhs7,3.119110256428305
hhs8,2.6572616489708007
hhs9,3.059650256137922
hhs10,2.8580726601961275
all,3.030315898981468
