region,score
nat,3.5684951973462637
hhs1,3.3590687886321025
hhs2,4.182558427499681
hhs3,4.325921795935992
hhs4,4.017639052515808
hhs5,3.893866044349262
hhs6,4.353123616519245
hhs7,3.971343873694047
hhs8,3.1192904706706486
hhs9,3.880036342780538
hhs10,3.575677281989913
all,3.575677281989913
