region,score
nat,2.7456174294341196
hhs1,2.7930376590396193
hhs2,3.5270275494504464
hhs3,3.1302351096918057
hhs4,3.190885788792844
hhs5,2.76767163981059
hhs6,3.3999546396093896
hhs7,3.046317575558674
hhs8,2.5740508802123867
hhs9,3.1525886355264445
hhs10,2.736842187120793
all,3.0058390085679183
