region,score
nat,2.7200897056042996
hhs1,2.93097593771827
hhs2,3.623144889226344
hhs3,3.3610178057760693
hhs4,3.033284140509248
hhs5,2.872343513182566
hhs6,3.918948341152887
hhs7,3.1081801324660736
hhs8,2.9878703978429813
hhs9,3.3250371276239505
hhs10,2.9461534819693256
all,3.1660950430065435
