region,score
nat,2.820403671756233
hhs1,2.3398460837983595
hhs2,3.544944405555725
hhs3,2.947635605163181
hhs4,2.932016748742959
hhs5,2.702830218777214
hhs6,3.6075703557004632
hhs7,2.934318354449321
hhs8,2.3777328877104926
hhs9,2.935398246824127
hhs10,2.648046653295301
all,2.8900675664131286
