region,score
nat,2.371406676293531
hhs1,3.764747380946582
hhs2,4.2372138920252995
hhs3,3.4522113807849415
hhs4,3.8960666320561756
hhs5,3.6921201071717875
hhs6,3.402173687857362
hhs7,3.3782062246066276
hhs8,2.7929849689554804
hhs9,3.1099879536005375
hhs10,3.312225604960619
all,3.312225604960619
