region,score
nat,4.321486487416839
hhs1,4.325422593497677
hhs2,6.263791894631954
hhs3,5.116609186139439
hhs4,4.3263405275737465
hhs5,4.2346128335180016
hhs6,4.645579187603268
hhs7,4.368667676444399
hhs8,3.9744501155175502
hhs9,4.075135573255102
hhs10,4.9618760009896885
all,4.9618760009896885
