region,score
nat,2.4922897976346134
hhs1,3.9839778667391275
hhs2,3.7515032048672965
hhs3,3.396033157183548
hhs4,3.576626483889227
hhs5,3.771460120910211
hhs6,3.604683377144392
hhs7,3.4707376937915164
hhs8,2.938238610794189
hhs9,3.1515007130413824
hhs10,3.3510974154245328
all,3.40801349467455
