region,score
nat,3.0274992940738605
hhs1,2.970761173707786
hhs2,3.6934993956435163
hhs3,3.4197939364383245
hhs4,3.33385964090303
hhs5,3.104019119700471
hhs6,3.6977924759743974
hhs7,3.3545025613734114
hhs8,2.9688931169580277
hhs9,3.314030651618854
hhs10,3.0547656051743823
all,3.0547656051743823
